Created At,Text,Location,Address,Longitude,Latitude,Polarity,Icon
Tue Mar 03 21:09:24 +0000 2020," That # Constitution established law ( Citizenship Act 1955 ) # India says . CM Mamata Banerjee taken oath uphold Constitution India . If indeed said , totally unacceptable shocking call 'UN referendum ' # CAA .","Hyderabad, India","Hyderabad, Telangana, India",78.46106473453145,17.38878595,-0.5,Red
Tue Mar 03 21:09:51 +0000 2020," @ paragmasteh No . Its presumptions . Intr dont care , reports . CAA need !",Bengaluru,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.979119800000001,0.0,Blue
Tue Mar 03 21:09:59 +0000 2020, Introducing new subject talk ! First speech # GudhiPadwa # Jamat_E_Secular Ram Mandir CAA : How called seculars decieved nation . ( Marathi/Hindi/English ) Let 's understand # BreakingIndia conspiracy stay united ! # JaiHind https : //t.co/9nZxQMbU7D,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.08017676767676768,Green
Tue Mar 03 21:10:04 +0000 2020, Big Breaking ! UN High Commissioner Human Rights ( UNHRC ) files intervention application India 's Supreme Court CAA . Well done UNHRC well done 👏👏,"Muscat, Oman","مسقط, محافظة مسقط, سلطنة عُمان Oman",58.545130500000006,23.599785699999998,0.05333333333333334,Green
Tue Mar 03 21:10:19 +0000 2020," British MPs lined attack India House Commons today , CAA associated violence https : //t.co/CP6Yw3y4iF via @ timesofindia","New Delhi, Delhi","New Delhi, Delhi, India",77.2022662,28.6141793,0.0,Blue
Tue Mar 03 21:10:22 +0000 2020," On Tuesday , MEA spokesperson , Raveesh Kumar , reiterated CAA internal affair India foreign party locus standi issues related India 's sovereignty https : //t.co/r9WQ2zhvY5",mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,-0.041666666666666664,Red
Tue Mar 03 21:10:27 +0000 2020," Holy moly , @ letsencrypt going revoke 3,048,289 certificates tomorrow `` may '' wrongfully issued due wrong CAA DNS check . To check 're affected , need re-issue certs ( tomorrow ! ) , check : https : //t.co/O5yZz3USRn","Copenhagen, Denmark","København, Københavns Kommune, Region Hovedstaden, 1357, Danmark",12.5700724,55.6867243,-0.375,Red
Tue Mar 03 21:10:41 +0000 2020," @ besharam_clown tyrannical govt curbs fundamental rights , wages war # CAA constitution n violates Ind… https : //t.co/pwuI0kD9eG","Basel City, Switzerland","Basel-Stadt, Switzerland",7.5927728000000005,47.5579097,0.0,Blue
Tue Mar 03 21:10:52 +0000 2020," 14 years ago I wrote two bestsellers titled Hindus Under Siege Terrorism India . When Namo became PM 2014 I thought books become obsolete . But anti-CAA circus , US capitulation Afghanistan , books need updated .","Jodhpur, India","Jodhpur, Jodhpur Tehsil, Jodhpur District, Rajasthan, India",73.0351433,26.2967719,0.0,Blue
Tue Mar 03 21:11:11 +0000 2020," Really , # UNHRC ? No court intervention agnst # China ( repression/torture Tibet & amp ; Xinjiang ) , # Iran ( torture/killings pol prisoners ) # Pakistan ( torture , genocide Balochistan ) U hv shame opposing # CAA humanitarian aid persecutd minorities ? Even hypocrisy limits",HiranyaGarbha,"Hiranyagarbha Audio Dignostics, Old Bypass Road, Rajamahendravaram, Rajahmundry (Urban), East Godavari, Andhra Pradesh, 533100, India",81.7817493,17.0054818,0.2,Green
Tue Mar 03 21:11:20 +0000 2020, RT @ kaaashif : Albany New York state unanimously passes resolution condemning India 's CAA . https : //t.co/l4PMFydCu5 https : //t.co/aJGbeWG…,"Dubai, United Arab Emirates","دبي, دبي‎, 24857, United Arab Emirates",55.1713,25.0657,0.13636363636363635,Green
Tue Mar 03 21:11:27 +0000 2020," @ UN A brave move UN support Indian citizens stand CAA , hope tomorrow ’ humanity… https : //t.co/mUne76zxV5","Dubai, United Arab Emirates","دبي, دبي‎, 24857, United Arab Emirates",55.1713,25.0657,0.8,Green
Tue Mar 03 21:11:41 +0000 2020," Well , let ’ wait see . “ Advertising via privacy-invasive cookies day . Good old contextual advertisin… https : //t.co/UUPaeaWoyo",The Netherlands,Nederland,5.7480820999999995,52.500169799999995,0.39999999999999997,Green
Tue Mar 03 21:11:49 +0000 2020, @ babuchandra01 @ ysjagan The core context NPR distrust government due antics . Also CAA fundamentally constitution mentioning religion qualifier questions arise talk abt persecution minorities 3 neighbors & amp ; .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,-0.125,Red
Tue Mar 03 21:11:53 +0000 2020," When UNHRC reached SC CAA , India said internal matter OIC & amp ; GCC also CAA Except exception , whole world CAA The whole world Indian media support Modi Govt every wrong steps # IslamoPhobicIndianMedia",East Punjab ,"Punjab, India",75.5004841,30.929321100000003,-0.024999999999999994,Red
Tue Mar 03 21:11:54 +0000 2020, @ babuchandra01 @ ysjagan Chandra babu must aware combination NRC CAA dangerous . You need consider . Through NRC omit one CAA include everyone except Muslim . Open eyes .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,-0.11666666666666665,Red
Tue Mar 03 21:11:58 +0000 2020, Cougars Hit The Road For CAA Matchup With Elon https : //t.co/gNRCFDbFkn,"Charleston, SC","Charleston, Charleston County, South Carolina, United States of America",-79.9402728,32.7876012,0.0,Blue
Tue Mar 03 21:11:58 +0000 2020, @ UNHumanRights decided intervene India 's internal matter # CAA approaching SC.Your organisation partial & amp ; hypocrite u conveniently turn blind eye towards massacre Baloch people Pak army . Your 's spineless organisation . Fk 😠😠,"Kanpur, India","Kanpur, NH34, Kidwai Nagar, Kanpur, Kanpur Nagar, Uttar Pradesh, 208012, India",80.3217588,26.4609135,-0.15,Red
Tue Mar 03 21:12:03 +0000 2020," Anti CAA rally Goa 's Benaulim : Now , Congress leader Ramkrishna Jalmi arrested making derogatory remarks Lord Parshuram . Rally organised various bodies including Centre Social Peace & amp ; Justice ( CSJP ) backed Goa Church . Anti CAA become Anti Hindu .",United States,United States,-100.4458825,39.7837304,0.016666666666666666,Green
Tue Mar 03 21:12:03 +0000 2020, RT @ CofCSports : Cougars Hit The Road For CAA Matchup With Elon https : //t.co/gNRCFDbFkn,"Charleston, SC","Charleston, Charleston County, South Carolina, United States of America",-79.9402728,32.7876012,0.0,Blue
Tue Mar 03 21:12:05 +0000 2020, The UN High Commissioner Human Rights ' intervention application three Supreme Court # CAA quite remarkable . Sets international legal standards SC consider without 'taking side ' per se . But blind man see law discriminatory . https : //t.co/Wws0IqgyTa,India,India,78.6677428,22.3511148,0.10166666666666668,Green
Tue Mar 03 21:12:14 +0000 2020, Officer stopped & amp ; said I talking # NPR & amp ; # NRC I shocked & amp ; said oh sir thanks lot making us und… https : //t.co/Bgyrbcgl5v,"Hyderabad, India","Hyderabad, Telangana, India",78.46106473453145,17.38878595,-0.24999999999999997,Red
Tue Mar 03 21:12:17 +0000 2020, RT @ IndianExpress : Bengaluru based research institute gets threat letter ‘ anti-CAA ’ protests https : //t.co/HgV1XIWkKp,Vadakara,"Vadakara, Kozhikode, Kerala, India",75.70782702921466,11.6668825,0.0,Blue
Tue Mar 03 21:12:19 +0000 2020, . # India - world ’ largest democracy - tracking well eyes UN Human Rights Commission . Quelle surprise ! https : //t.co/w54gxtRzsq,Pakistan KPK,"Kpk House Islamabad, Agha Khan Road, F-5, اسلام آباد, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان",73.0864837,33.734517100000005,0.0,Blue
Tue Mar 03 21:12:23 +0000 2020, Ongoing protest CAA baseless idea . Opposition trying hold back government get successful appe… https : //t.co/Hq4EHJNIeC,Hunting in Forest.,"Hunting, Thionville, Moselle, Grand Est, France métropolitaine, 57480, France",6.3261261,49.414041299999994,0.375,Green
Tue Mar 03 21:12:24 +0000 2020, He Always Rocks😂😂😂,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.0,Blue
Tue Mar 03 21:12:30 +0000 2020," Now govt assured Bangladesh , extend courtesy citizens country ? The fate millions people hangs BJP plays dirty politics . https : //t.co/BRNK6SMoNr","Maharashtra, India","Maharashtra, India",76.0554568,19.531932,-0.6,Red
Tue Mar 03 21:12:48 +0000 2020," RT @ _CyberSecSocial : Let ’ Encrypt discovers CAA bug , must revoke customer certificates https : //t.co/eallHCXyrk",New York / Michigan,"The New York, 101, State Street, Harbor Springs, Emmet County, Michigan, 49740, United States of America",-84.98906029677794,45.42906175,0.0,Blue
Tue Mar 03 21:12:51 +0000 2020, THANK YOU @ hanno `` lecaa '' tool easily check ( long ) list domains affected @ letsencrypt certificates revoked ( March 4 ! https : //t.co/J6XRq5lkgi Info : https : //t.co/b1TQU5w6Br Also thread @ Scott_Helme *GREAT* info : https : //t.co/7FgNsQZ7sy,"Winnipeg, Canada","Winnipeg, Winnipeg (city), Manitoba, Canada",-97.1384584,49.8955367,0.3902777777777778,Green
Tue Mar 03 21:12:52 +0000 2020, @ babuchandra01 @ shaikshoaib99 @ ysjagan NPR 2020 NPR 2010 . NPR 2020 serves basis NRC . Source : Ministry Home affairs .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.0,Blue
Tue Mar 03 21:13:04 +0000 2020, RT @ shaikshoaib99 : @ babuchandra01 @ ysjagan Have gone npr nrc ?,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.0,Blue
Tue Mar 03 21:13:05 +0000 2020, RT @ DrexelMLax : Ryan Genord named CAA Co-Player Week . The junior eight goals assist two Drexel wins . https : //t.co/VhsC…,"Philadelphia, PA","Philadelphia, Philadelphia County, Pennsylvania, United States of America",-75.16352619999999,39.9527237,0.3,Green
Tue Mar 03 21:13:15 +0000 2020, @ OnsMzali @ RanaAyyub How CAA detrimental Muslims ?,India,India,78.6677428,22.3511148,0.0,Blue
Tue Mar 03 21:13:19 +0000 2020," Top story : Congress leader Goa arrested derogatory remarks Hindu gods https : //t.co/fLCnMTZElR , see m… https : //t.co/xLp3hJHh16","Gurgaon, India","Gurgaon, Gurugram, Haryana, India",77.00270014657752,28.42826235,0.5,Green
Tue Mar 03 21:13:20 +0000 2020, . @ ishkarnBHANDARI @ lawinforce Can man taken court abusing highest court orders ? Can get away openly brazenly going SC judgement ? @ OpIndia_com @ SwarajyaMag https : //t.co/lLYshcIla0,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.0,Blue
Tue Mar 03 21:13:20 +0000 2020, What joke ! ! ! In Baluchistan Pak Army known carried carnages . Bt hey Balochi lives ’ matter bcoz ’ grab eyeballs . UN High commissioner Human Rights ( UNHCR ) lost ’ credibility ex-chief ws spotted taking selfies ISI offcrs frm Pak . https : //t.co/eht5x6aOCO,Mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.08,Green
Tue Mar 03 21:13:22 +0000 2020, India : Women wearing burqas distribute weapons rioters Fake News reports terrorists rioting Modi 's CAA gives citizenship non-muslims persecuted In several ISLAMIC nations . The REAL goal rioters turn India Islamic Country ! https : //t.co/uhPuZZ3pwb,"64.7511° N, 147.3494° W","Highland Park, North Pole, Fairbanks North Star, Alaska, 99705, United States of America",-147.3479499,64.75118810000001,-0.08333333333333333,Red
Tue Mar 03 21:13:28 +0000 2020, @ ysjagan Do n't spread misinformation . There nothing CAA take away citizenship Indian muslims . As CM must fully aware .,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.25,Green
Tue Mar 03 21:13:37 +0000 2020," From removing Articles 370 & amp ; 35a Constitution CAA & amp ; NRC , Modi & amp ; BJP whipping anti-Muslim hate . The violence Delhi , dozens died , latest example . Today I called government speak bigotry . https : //t.co/fcsCCgf6cd",Osmania University. ,"Osmania University, Habsiguda, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500007, India",78.52743697037063,17.411794049999994,-0.15000000000000002,Red
Tue Mar 03 21:13:41 +0000 2020, UN body goes Supreme Court CAA https : //t.co/xT1InTPC5l,"Hyderabad, India","Hyderabad, Telangana, India",78.46106473453145,17.38878595,0.0,Blue
Tue Mar 03 21:13:42 +0000 2020," MEDIA BLACKOUT : Jihadis declared WAR non-Muslims India Mullah boasts Muslim pop . double 30yrs , threatens Hindus Islamic rule India , vows PM Modi dead soon & amp ; CAA supporters burned alive Crowd Terrorists celebrate & amp ; chant `` Allahu Akbar '' https : //t.co/xBP200SiDP","San Antonio, TX","San Antonio, Bexar County, Texas, United States of America",-98.4951405,29.424600199999997,-0.03333333333333333,Red
Tue Mar 03 21:13:44 +0000 2020, @ PradhaanSewak @ Arungk34 @ Saral_Shamshad @ ManpritShergill @ SaumyadeepDas4 @ Nehr_who @ narendramodi Hey WhatsApp Univ… https : //t.co/I2zQN5XZZc,India,India,78.6677428,22.3511148,0.0,Blue
Tue Mar 03 21:13:46 +0000 2020, @ okokthikhai @ AskAnshul CAA extended wing NRC . Hope heard assam NRC . The whole mission was… https : //t.co/pS87iO9vKt,India,India,78.6677428,22.3511148,0.2,Green
Tue Mar 03 21:13:56 +0000 2020," All Bangladeshis living Bengal Indian citizens , Mamata Banerjee says , read views issue CM https : //t.co/B0OODulQVg",Mumbai,"Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.0,Blue
Tue Mar 03 21:14:06 +0000 2020," CAA presumes countries ill treating minorities offering succour . This ’ interfering internal matters . But nations express concerns discriminatory act , interference internal matters . Hmmm ...","New York, USA","New York, United States of America",-74.0060152,40.7127281,-0.16666666666666666,Red
Tue Mar 03 21:14:26 +0000 2020," Check list , go force-renew LetsEncrypt certs , friends .",Kentucky,"Kentucky, United States of America",-85.1551411,37.5726028,0.0,Blue
Tue Mar 03 21:14:37 +0000 2020, See behavior Police . No law applicable Delhi Police . @ pbhushan1 @ BhavikaKapoor5 @ amitbehere @ sonaliranade Protester came participate Young India March CAA/ @ DelhiPolice @ nsaibalaji @ kawalpreetdu @ kavita_krishnan @ ojhaanjali https : //t.co/Phc7ua4261,New Delhi,"New Delhi, Delhi, India",77.2022662,28.6141793,0.1,Green
Tue Mar 03 21:14:41 +0000 2020," Arrest maulana 's asap r Giving hate speeches name Anti caa protests ! ! 😡😡 He maulana abul kalam ; addressing purnea , bihar . u dnt stop modi ji ; corona virus may spread India & amp ; u may also get infected it.👏👏 https : //t.co/GRuacl0vBG",221B Baker Street,"221b Baker Street, 20, Rue Monge, Faubourg Raines, Centre-Ville, Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21000, France",5.0354949,47.319636100000004,-0.525,Red
Tue Mar 03 21:14:42 +0000 2020, @ rakhitripathi You dad real pillars anti caa.nrc protest delhi,"Mumbai, India","Mumbai, Mumbai City, Maharashtra, India",72.8353355,18.9387711,0.2,Green
Tue Mar 03 21:14:47 +0000 2020, @ fborgesius @ nrc Who needs cookies users within walled gardens ? That 's strategy . Performace marketing w… https : //t.co/R057r6LS4w,Düsseldorf,"Düsseldorf, Nordrhein-Westfalen, 40213, Deutschland",6.7763137,51.2254018,0.0,Blue
Tue Mar 03 21:15:31 +0000 2020, Conference Tournament Predictions A Sun : North Florida Liberty Big South : Winthrop Liberty CAA : William & amp ; … https : //t.co/QOd4yjBTOb,"Gaffney, SC","Gaffney, Cherokee County, South Carolina, 29342, United States of America",-81.64981949999999,35.0717945,0.0,Blue
Tue Mar 03 21:15:38 +0000 2020," As protests new citizenship law sweep country , signs authorities condoning even instigating violence India ’ Muslims alarmed . https : //t.co/8IbWeYbehh",Italy,Italia,12.674297,42.6384261,0.13636363636363635,Green
Tue Mar 03 21:16:04 +0000 2020, @ EmmanuelMacron hey ... ur bk follow twtr..India permanent ... importantly ... Modi permanent hubby..thats great ne… https : //t.co/JSd2o8TNtL,"Bengaluru, India","Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India",77.5912997,12.979119800000001,0.6000000000000001,Green
Tue Mar 03 21:16:08 +0000 2020, Here ’ online version article https : //t.co/FtueUKNJZF,The Netherlands,Nederland,5.7480820999999995,52.500169799999995,0.0,Blue
Tue Mar 03 21:16:19 +0000 2020," CAA belong Pakistan , Bangladesh Afghanistan anyone ca n't say internal matter . # CAA… https : //t.co/OMDt6JK0K1",RU,Россия,97.7453061,64.6863136,0.0,Blue
Tue Mar 03 21:14:08 +0000 2020, When South Africa legalised Apartheid took World long time take action sanction total boycott . This time Indian citizens urge works leaders # BoycottIndia force Govt take back systematic genocide . Act millions lose lives .,"Maharashtra, India","Maharashtra, India",76.0554568,19.531932,0.0125,Green
Tue Mar 03 21:14:31 +0000 2020, RT @ Aakar__Patel : CAA internal matter India Lok Sabha allowed discuss .,"Kolkata, India","Kolkata, West Bengal, India",88.3567751581234,22.54541245,0.0,Blue
Tue Mar 03 21:14:47 +0000 2020," Dear Modi govt , withdraw present # CAA must , redraft substantially . Take words : ” Hindu , Sikh , Buddhist , Jain , Parsi , Christian. ” Replace words : “ persecuted religious minorities. ” 🙏 # CAA_NRC_Protests","Chennai, India","Chennai, Chennai district, Tamil Nadu, India",80.2838331,13.080172099999999,0.0,Blue
Tue Mar 03 21:14:58 +0000 2020," Tu kaun ? Main khwam khwah ! Has @ UNHumanRights ever stood Islamic nations ' laws clearly discriminate people basis gender , faith religion ? Has passed injunctions abandoned Kurds ? Height presumptuousness !","Hyderabad, India","Hyderabad, Telangana, India",78.46106473453145,17.38878595,0.16666666666666669,Green
Tue Mar 03 21:14:07 +0000 2020, RT @ Shudraism : How CAA internal matter designated objective throw millions people OUT India ?,Earth,"Earth, Lamb County, Texas, United States of America",-102.4107493,34.233137299999996,0.0,Blue
Tue Mar 03 21:14:54 +0000 2020, Position irreversible whatever print whatever,India,India,78.6677428,22.3511148,0.0,Blue
Tue Mar 03 21:17:04 +0000 2020," Rohingya Muslims Alameen Sheikh gang arrested , used ‘ settle ’ illegal immigrants forged documents , anti-CAA funding link suspected https : //t.co/KuTQeUs11k",Punjab (India).,"Punjab, India",75.5004841,30.929321100000003,-0.5,Red
Tue Mar 03 21:14:55 +0000 2020, @ ShashiTharoor @ UN We support CAA NRC & amp ; clause religious persecution minorities undivided India pr… https : //t.co/KSFIekJP21,"Calcutta, India","Kolkata, West Bengal, 700069, India",88.34760229999999,22.5677459,0.0,Blue
Tue Mar 03 21:17:06 +0000 2020," Let ’ Encrypt discovers CAA bug , must revoke customer certificates https : //t.co/jhq66euHZF","Kiel, Schleswig-Holstein","Kiel, Schleswig-Holstein, 24103, Deutschland",10.135555,54.3227085,0.0,Blue
Tue Mar 03 21:17:16 +0000 2020, 🙌👏👏 true .,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.35,Green
Tue Mar 03 21:17:26 +0000 2020, @ priyankagandhi Change priority ... Is CAA issue fake ?,"New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,-0.5,Red
Tue Mar 03 21:17:18 +0000 2020," @ okokthikhai @ AskAnshul This CAA discriminate Indians . Non muslims found 3 countries , t… https : //t.co/hC1XHMPW4o",India,India,78.6677428,22.3511148,0.0,Blue
Tue Mar 03 21:17:36 +0000 2020, Who told tht # CAA Indians show papers citizenship . It 's high time people consider… https : //t.co/TgBrd0YgpS,India,India,78.6677428,22.3511148,0.16,Green
Tue Mar 03 21:17:40 +0000 2020," BREAKING : 3rd March , 2020 . UN High Commissioner Human Rights files intervention application India 's Supreme Court CAA . @ UN @ UNHumanRights @ UN_Women @ UNinIndia @ unwomenindia CC : @ NrcProtest @ ThePeopleOfIN @ UAH_India @ karwanemohabbat @ ICLU_Ind @ SaketGokhale https : //t.co/3tqlLtTfjT",India,India,78.6677428,22.3511148,0.05333333333333334,Green
Tue Mar 03 21:17:51 +0000 2020, @ PradhaanSewak @ Arungk34 @ Saral_Shamshad @ ManpritShergill @ SaumyadeepDas4 @ Nehr_who @ narendramodi Assam NRC goin… https : //t.co/0UsOEK1pXY,India,India,78.6677428,22.3511148,0.0,Blue
Tue Mar 03 21:17:50 +0000 2020," The majority traders M00Slims , stopped buying knitted garments producers , mostly Hindus , claim manufacturers . https : //t.co/L8EFURn4ML",India,India,78.6677428,22.3511148,0.5,Green
Tue Mar 03 21:16:37 +0000 2020," @ naomi2009 @ timesofindia If still read understand English , spend 10 minutes read educat… https : //t.co/Yw8pqZcECA",Bharat,India,78.6677428,22.3511148,0.0,Blue
Tue Mar 03 21:18:44 +0000 2020, RT @ LiveLawIndia : [ Breaking ] United Nations Commissioner Of Human Rights Files Intervention Application In SC Against CAA https : //t.co/16AR…,India,India,78.6677428,22.3511148,-0.375,Red
Tue Mar 03 21:18:46 +0000 2020," Mr. Thatoor rightly stated ” India respected upholder human rights past ” . Whilst UN High Commissioner Human Rights files intervention plea Supreme Court CAA , India protests TODAY ...","California, USA","California, United States of America",-118.75599740000001,36.7014631,0.03914285714285714,Green
Tue Mar 03 21:18:30 +0000 2020," @ DilliDurAst @ pavan_sethi # CAA belong Pakistan , Bangladesh Afghanistan anyone ca n't say is… https : //t.co/sX3h00Hcg9",RU,Россия,97.7453061,64.6863136,0.0,Blue
Tue Mar 03 21:18:22 +0000 2020," Dear Indians follow Islam ... We Indians , Modi Supporters , Athiest much right . We fe… https : //t.co/cT1S8sx0Ex","New Delhi, India","New Delhi, Delhi, India",77.2022662,28.6141793,0.2857142857142857,Green
Tue Mar 03 21:19:01 +0000 2020," Oh really ? How many times UNHRC moved Intl . Court Justice Supreme Court Pakistan violations human rights Hindus & amp ; Sikhs including kidnapping , rape , forced marriage , conversion & amp ; genocide ? Has left-jehadi ecosystem permeated # UNHRC well ?",anonymous,"Anonymous, Prince Henry Heights, Toowoomba, Queensland, 4352, Australia",151.98302780000003,-27.542180699999996,0.09999999999999998,Green
Tue Mar 03 21:19:16 +0000 2020," Lolz..everything internal matter , show much concern countries ’ minorities..isn ’ internal matter countries . Bl**dy hypocrites !","Hyderabad, India","Hyderabad, Telangana, India",78.46106473453145,17.38878595,0.06666666666666667,Green
Tue Mar 03 21:19:27 +0000 2020," Since Pulwama attack , India attacked Pakistan ( Balakot ) , illegally annexed Occupied Kashmir & amp ; adopted laws like CAA . Perhaps Western powers bowing India reflect role empowering India ’ brazenness . @ arabnewspk https : //t.co/xKXY13RXwM","Lahore, Pakistan","لاہور, Lahore District, پنجاب, 531, پاکستان",74.3141775,31.565607899999996,-0.25,Red
Tue Mar 03 21:19:55 +0000 2020, @ naomi2009 @ NadiaWhittomeMP Absolute rubbish considering Hindus also victims riots . I n't see of… https : //t.co/mpMANIinxD,"London, UK","London, Greater London, England, SW1A 2DX, United Kingdom",-0.1276474,51.5073219,0.2,Green
Tue Mar 03 21:19:58 +0000 2020, Time time cased forced conversion rapes minority reported Pakistan @ UNHumanRights d… https : //t.co/FM6QHEBqS9,"Cambridge, MA","Cambridge, Middlesex County, Massachusetts, United States of America",-71.1056157,42.3750997,-0.30000000000000004,Red
Tue Mar 03 21:20:05 +0000 2020, RT @ philos87 : UNHRC involved CAA .,Brisbane,"Brisbane, Queensland, 4004, Australia",153.02349909999998,-27.468968199999996,0.0,Blue
