Wed Mar 04 18:06:16 +0000 2020, An intellectual madrasa university .,
Wed Mar 04 18:06:22 +0000 2020, RT @ im_Priyanka_0 : Why n't Mom said `` NO '' Father ...,Andhere me. 
Wed Mar 04 18:06:23 +0000 2020," Karnataka BJP MLA warns Muslims : 'We 80 % , 17 % ; n't oppose CAA ' | Bengaluru News - Times India https : //t.co/xheIwVp9Xq",New Delhi
Wed Mar 04 18:06:27 +0000 2020, RT @ arunjoshi006 : @ Nidhi @ MEAIndia Some day somebody break breaking news come . Are traitor ? ? ? https : //t.co…,
Wed Mar 04 18:06:30 +0000 2020," Dear Anti-CAA Protestors , Be Democratic , Autocratic Communist , form Government responsible your… https : //t.co/X1p5T47saD",India 🇮🇳
Wed Mar 04 18:06:34 +0000 2020, SAY NO TO CAA salute Shaheen bagh women # WomenofShaheenBagh https : //t.co/5lCO01uK1F,
Wed Mar 04 18:06:37 +0000 2020," @ sgurumurthy @ kanimozhi @ HKupdate @ girishalva @ prafullaketkar @ Prof_Hariom @ ranganaathan @ jspandey_ @ SaveSabrimala @ ensine @ MaheshJoshi_MJ @ jsaideepak @ advmonikaarora @ ShefVaidya @ rvaidya2000 @ HinduAmericans @ Swamy39 @ vhskerala @ mohandastg @ TVMohandasPai @ mariawirth1 @ sankrant @ Koenraad_Elst @ davidfrawleyved @ fgautier26 @ rishibagree @ DrGPradhan @ IndianInterest @ anuraag_saxena @ AAOLion @ anujdhar @ PanickarS @ majorgauravarya @ GeneralBakshi @ AskAnshul @ RatanSharda55 @ shakkuiyer @ sanjeevsanyal @ RajivMessage @ Aabhas24 @ madhukishwar @ MakrandParanspe @ swapan55 @ vivekagnihotri @ UnSubtleDesi @ TarekFatah @ MD_Nalapat @ RakeshSinha01 @ kumarnandaj @ GautamGambhir The Al Talaal Media , group Telegram linked Islamic State put article calling Indian Muslims crush Modi government join Islamic State . https : //t.co/shSKNi5J1i","Jammu, Jammu And Kashmir"
Wed Mar 04 18:06:46 +0000 2020, RT @ MohdNas61175486 : We Indian citizens birth ... ... . A peace paper decide future Say caa nrc npr,
Wed Mar 04 18:07:09 +0000 2020, RT @ rpsinha393 : # HarshMander जी अब फंस गए। Nobody save . He committed mistake life .,
Wed Mar 04 18:07:11 +0000 2020," In UK House Commons , India faces fire CAA , Delhi riots India came fire House Commons Tuesday Labour , SNP , Liberal Democrats Conservative MPs , including Indian-origin MPs . https : //t.co/JWis9HMtft","New Delhi, India"
Wed Mar 04 18:07:16 +0000 2020," @ prasannavishy Hope SC sees video well . Fazal Gafoor , Secy MES says Mander . Gafoor public face PFI . He says SC verdict supports CAA , people ( read Muslims ) streets & amp ; settle issue force . https : //t.co/Q2XZ4d4j1W",
Wed Mar 04 18:07:18 +0000 2020, They One Nation One Election . They Population Control Law . They NRC-CAA . They abrogation Article 370 . They surgical strike . They security forces . Who ? ?,"New Delhi, India"
Wed Mar 04 18:07:20 +0000 2020, @ JayRudr @ BesuraTaansane @ vinayak_jain @ _Krantikari @ dharmicverangna Well school targeted pro CAA why… https : //t.co/jVycjn4ZAF,India
Wed Mar 04 18:07:31 +0000 2020, This bogey Bangladeshi infiltration built many political careers NE decades . It building national political careers . Meanwhile even Himanta talking Assam NRC . It complete disaster,
Wed Mar 04 18:07:35 +0000 2020, ASHAMED OF INDIAN GOVERNMENT AND SUPREME COURT OF INDIA . India defends CAA UN rights chief approaches S… https : //t.co/IJCfROSRWC,
Wed Mar 04 18:07:36 +0000 2020," Total capacity ALL prisons India 3.9 lakhs . ( NCRB 2017 ) Assam NRC alone rendered 19lakh people ‘ stateless ’ . Aside essential humanitarian concerns , NRC debacle plain idiotic policy . What plan ? Throw ? Keep ? Where exactly ? WHY DO THIS ?","Hyderabad, India"
Wed Mar 04 18:07:38 +0000 2020," I spent 4 years completing graduation university Maharashtra lot people feel strongly CAA-NRC . Recently , I happened come across one non-teaching staffs uni got talking law .",
Wed Mar 04 18:07:42 +0000 2020," Want check cert-manager issued @ letsencrypt certificates affected mass revocation later today ? 🧐 The team hard work , rustling tool check certificates trigger renewals affected . https : //t.co/J2SsOBe09Q","Palo Alto, CA"
Wed Mar 04 18:07:48 +0000 2020," While I approve , applaud , , CAB NRC - believe disconnected exercises , I explain @ TimesNow , scenario used combination . Do watch . https : //t.co/AIRnA8BaPD","Sitamarhi, Bihar, India"
Wed Mar 04 18:07:51 +0000 2020, Tu yeh hai badhkao speech . Now ask questions . He directly speaking Supreme Court SECULAR . He wrong . @ RubikaLiyaquat @ Payal_Rohatgi,Patna .India
Wed Mar 04 18:07:54 +0000 2020, Truth exposed.. ! ! ! # CAA # NRC_CAA_Protest # UttarPradesh # AntiHinduDelhiRiots2020 # Islamic_Radical_Terrorism… https : //t.co/V4KNsmeoG9,"Bengaluru, India"
Wed Mar 04 18:08:05 +0000 2020, @ shamilrasheed8 @ Karthik17649157 @ LevinaNeythiri Did even understand shaheen baug people protesting or… https : //t.co/9PsLi8NqZG,
Wed Mar 04 18:08:09 +0000 2020," @ AskAnshul Here Ultra Left Activist Harsh Mandar instigating anti-CAA Protestors spewing venom Supreme Court India , clearly asking protestors believe highest institution Judiciary ! ! # HarshMandar # IndiaSupportsCAA https : //t.co/yltft62QAU",
Wed Mar 04 18:08:13 +0000 2020, @ RahulGandhi We heard speeches also seen family friends provoking people come the… https : //t.co/I8GbLQHJCi,Bangalore 
Wed Mar 04 18:08:14 +0000 2020, @ Nidhi @ RanaAyyub @ ReallySwara You lost ratings @ harsh_mander,India
Wed Mar 04 18:08:15 +0000 2020, @ HarshaliAkiyama @ rangeelamaulana I mean people avoid every mass gathering holi caa protest .,
Wed Mar 04 18:08:17 +0000 2020, Just howling '' Constitution Katre mei hai '' 'Anti CAA protestors/provocators ' killed 50 Indian c… https : //t.co/DtV6nK7MVV,
Wed Mar 04 18:08:19 +0000 2020, What biggest threat India ? # CoronaAlert # coronavirusindia # CAA # modi # NoSir # COVID # Modiji # NamasteTrump # quoteoftheday # Thappad # YoYoHoneySingh # DarkMode # fashion # Holi # Kashmir # Zahara # MeraJismMeriMarzi,"Ranchi, India"
Wed Mar 04 18:08:20 +0000 2020," Rohingya Muslims Alameen Sheikh gang arrested , used ‘ settle ’ illegal immigrants forged documents , anti-CAA funding link suspected https : //t.co/KuTQeUs11k",India
Wed Mar 04 18:08:20 +0000 2020, Popular free certificate authority Let ’ Encrypt said revoke 3 million Transport Layer Security ( TLS ) certi… https : //t.co/MlXkrDmroh,Milwaukee | Minneapolis | Phoenix | Seattle | Tampa
Wed Mar 04 18:08:30 +0000 2020, # SupportCAB see potential NRC ... .,"Fremont, CA"
Wed Mar 04 18:08:40 +0000 2020," What truly admirable Scroll Print funded deep pockets keep asking money , @ OpIndia_in asks money victims communal violence actually helps fit narrative . Salute @ ajeetbharti @ UnSubtleDesi n team https : //t.co/552dVL4BUz",शिवलोक
Wed Mar 04 18:08:40 +0000 2020," SHOCKING Sold media ’ cover planned attack . Anti CAA lobbies , traitors , leftists , Owesis # Congress goons ’ squeak . # Shame Muslims aware School going looted , burnt , withdrew kids . @ narendramodi @ AmitShah Pls spare effort , punish guilty . https : //t.co/YGAMvhot4Q",India
Wed Mar 04 18:08:43 +0000 2020, RT @ bidhyarthi2007 : Ye beta @ myogiadityanath Ka sarkar hai . Fultu key protest allowed . Great job @ Uppolice # CAA,"Bengaluru South, India"
Wed Mar 04 18:08:45 +0000 2020, @ TurkeyUrdu Turkey give refuge Indian Muslims would left NRC,
Wed Mar 04 18:08:47 +0000 2020, Hup Thierry Baudet ! https : //t.co/2VkJ2K0Z2Y,"Zaanstad, Noord-Holland"
Wed Mar 04 18:08:49 +0000 2020, @ ganuklm They payrolls.. I know many take part time jobs earn extra bucks.. U must see twee… https : //t.co/9tpGUUDvwI,
Wed Mar 04 18:08:53 +0000 2020," When 18,999 nationals neibhouring countries given citizenship 5 years , without reference religion , necessity # CAA @ AmitShah ? To create unrest ?",
Wed Mar 04 18:08:55 +0000 2020, Probably explain - Obviously person wrote CAA mind . Which ONLY applicable minoriti… https : //t.co/w03Eza1PWJ,Washington DC
Wed Mar 04 18:09:02 +0000 2020," Hats , # आर्थिक_बाहिष्कार",Ghaziabad Bharat
Wed Mar 04 18:09:04 +0000 2020, questions 1.Was precedence 2.Why single India 3.A law favouring defined sections foreign minorities assume discriminatory local minorities . 4.When # NRC yet taken cause action @ UNHumanRights .,Chennai 
Wed Mar 04 18:09:06 +0000 2020," @ NadiaWhittomeMP @ pbhushan1 Hello madam , How Hindu pogrom , Muslims installed metal brackets rooftops launching stones Hindus ? See video https : //t.co/Go8xfl7WH4","Gilgit-Baltistan, Hindustan "
Wed Mar 04 18:09:16 +0000 2020, Let ’ Encrypt Revokes 3 Million Certificates Due CAA Bug https : //t.co/TbcBinXP31,Lost
Wed Mar 04 18:09:17 +0000 2020," They need humiliation hands India realize ... . India going deport , exile , kill rape millions Begali origin Muslims ... witch ruling BD remains Indian mistress . https : //t.co/7JtXcAMiNF",
Wed Mar 04 18:09:17 +0000 2020, RT @ akhil_kanakia : Good Night Guys NRC Aayega😷 https : //t.co/0q1jKcgmWi,
Wed Mar 04 18:09:21 +0000 2020, CAA amidst new symbols nationalism # CitizenshipAmendmentAct # PMModi # TrumpInIndia # ManmohanSingh # AbdulKalam… https : //t.co/45Bh4EuGwu,
Wed Mar 04 18:09:22 +0000 2020, @ Shamwoo @ Shaheenbaghoff1 @ narendramodi @ AmitShah Imagine pain commuters facing difficulties due roa… https : //t.co/igYfRXP1q0,"मुंबई, भारत"
Wed Mar 04 18:09:25 +0000 2020, Use rubber bullets pallet guns secure security forces .,"Purulia,West Bengal"
Wed Mar 04 18:09:26 +0000 2020, @ BernieSanders @ TimesNow @ ndtv In UK arrest organizers Galati Ind march But British hypocrites d… https : //t.co/pPUXOZa99X,
Wed Mar 04 18:09:33 +0000 2020, @ JhaSanjay https : //t.co/sp8AJnvfUt please tell ?,"Riyadh, Kingdom of Saudi Arabia"
Wed Mar 04 18:09:37 +0000 2020, RT @ 18_Randhir : @ sambitswaraj ‘ Sherniya ’ explaining PIGs forced go anti- CAA protests 😂😂😂 https : //t.co/aH81RjZBUb,India
Wed Mar 04 18:09:42 +0000 2020, RT @ perezbox : Let ’ Encrypt Revokes 3 Million Certificates Due CAA Bug https : //t.co/TbcBinXP31,¯\_(ツ)_/¯
Wed Mar 04 18:10:04 +0000 2020, @ Jayashree_Ravis @ JumbuTweeple @ NadiaWhittomeMP Issue Muslims potentially stateless a… https : //t.co/1QjV2tZep4,
Wed Mar 04 18:10:08 +0000 2020, Who CAA-NRC - United Nations - Nobel Prize Winners - Majority European Parliament MPs - Majority of… https : //t.co/lsie8ifcr9,"Mumbai, India"
Wed Mar 04 18:10:09 +0000 2020, @ TimesNow @ RahulGandhi @ harsh_mander @ ARanganathan72 Now Lutyens Pidi dynasty gang go silent vultures agenda & amp ; r… https : //t.co/kmJ4F3X16E,
Wed Mar 04 18:10:26 +0000 2020, Keep going strong @ KapilMishra_IND . आप राष्ट्र की रक्षा के लिए खड़े हुए। You blessings support . Thanks exposing true face # JehadiShaheenBagh,"New Rajendra Nagar, New Delhi"
Wed Mar 04 18:10:30 +0000 2020, Prostitutes made good money many goats became pregnant two months,Galaxy
Wed Mar 04 18:10:40 +0000 2020, Looks like already got heavily . Consult Gynocologist .,India
Wed Mar 04 18:10:41 +0000 2020, @ ARanganathan72 @ swapan55 This problem . Outsider cast vote issuing illegally voter id 's india an… https : //t.co/Z9HSdvRrMc,
Wed Mar 04 18:10:54 +0000 2020, Do read fine intervention UN High Commissioner Human Rights exposing unconstitutional nature CAA & amp ; also violates India 's international obligations several treaties https : //t.co/rMJjYN2afi,
Wed Mar 04 18:10:56 +0000 2020, Must sentenced least 3-year jail term serious offences inciting people asking hit… https : //t.co/m2xGSnayMt,"Jamshedpur, India"
Wed Mar 04 18:11:03 +0000 2020," Rohingya Muslims Alameen Sheikh gang arrested , used ‘ settle ’ illegal immigrants forged documents , anti-… https : //t.co/DLqXBfOh72",
Wed Mar 04 18:11:06 +0000 2020," # CAA UNHCR , Michelle Bachelet Jeria , moved SC referred India ’ history providing asylum everyone f… https : //t.co/KexQbCRJPV",Ahmedabad Gujarat
Wed Mar 04 18:11:17 +0000 2020, @ YurInnerVoice @ kdpradhan @ miks_eu @ NARAYANRAO12 @ vanny_rao @ brprakash @ Amandee84522565 1 . In CAA I asked… https : //t.co/9ztVN0Gdux,Bengaluru
Wed Mar 04 18:11:20 +0000 2020," @ ndtv @ OnReality_Check During police investigation , women claim beaten males family no… https : //t.co/ESJoCuoSZJ",
Wed Mar 04 18:11:21 +0000 2020," After murder constitutional democracy , ,what policy UP government afraid standing crops i… https : //t.co/F8BC3Y1L8q","New Delhi, India"
Wed Mar 04 18:11:22 +0000 2020, @ mzkhan3 @ JumbuTweeple @ NadiaWhittomeMP So saw draft ? Was passed parliament ? And muslim stateless CAA .,INDIA
Wed Mar 04 18:11:25 +0000 2020, Where Amit Shah ? # CAA # CAA_NRC_Protests # CAAProtests # Shivsena # uddhavThackeray # Narendramodi # SoniaGandhi… https : //t.co/53Oud0yL8m,
Wed Mar 04 18:11:30 +0000 2020, RT @ KhanShaan48 : Fight Continue Against CAA NRC NPR # WomenofShaheenBagh # IndiaAgainstCAA_NRC_NPR https : //t.co/nsSD7fLdOZ,India 
Wed Mar 04 18:11:34 +0000 2020, |NDIA LIFTS SOCIAL MEDIA BAN IN KA $ HMIR-Gulfnews I found update frn foreign news portal . But Indian news outlets r Keen highlight news CAA & amp ; Kareena Kapur 's floral dress🤣 none main news agencies publishd important update https : //t.co/XeO5qHiw3Y,"Mandsaur, India"
Wed Mar 04 18:11:37 +0000 2020," Yerrr , ’ concerned Kashmir- make sure ya ’ hit ol boy @ RepEliotEngel . They ’ marking legislation TODAY !",
Wed Mar 04 18:11:37 +0000 2020, RT @ kaajukatla : BJP 180M members RSS 9M members God bless 🙏,Lucknow hinduasthan 
Wed Mar 04 18:11:39 +0000 2020," @ archu243 With puked , 1 THING IS CLEAR THIS protest abt CAA , Its way Peace Loving People INDIA r trying SAVE THE 4/5 Crore B'deshis n 2/2.5 Lacs Rohingyas . Indians must ensure Illegals r thrown . # LobbyRiotPlot # ShaheenSadakShocker https : //t.co/9wLcl8x0Ws",
Wed Mar 04 18:11:41 +0000 2020, @ TimesNow @ RahulGandhi @ thenewshour Now Lutyens Pidi dynasty gang go silent vultures agenda & amp ; riot tourism begin… https : //t.co/acJG9VM7NU,
Wed Mar 04 18:11:55 +0000 2020, @ A2_delhi @ prasannavishy This anticipatory bail . Their clause `` If SC approves CAA ... '' . Then narrative wil… https : //t.co/UzA9odkME3,Sydney
Wed Mar 04 18:12:10 +0000 2020, Get 20 % kind background removing photo editing . # white # transparent # photo_editing… https : //t.co/mSlVRkk3hh,Bangladesh
Wed Mar 04 18:12:22 +0000 2020, @ wolfblitzer In UK arrest organizers Glasgow Ind march But British hypocrites declaring Indian p… https : //t.co/ITIkYq5078,
Wed Mar 04 18:12:24 +0000 2020," RT @ DilliDurAst : Inspired Shaheen Bagh , women lead protests CAA https : //t.co/5mObGW00CH",
Wed Mar 04 18:12:25 +0000 2020," If 18,999 nationals neighbouring countries could get citizenship old law , could also invoked grant citizenship remaining 31,313 refugees . Where need # CAA ? Also , NRC agenda , # NPR # NRC another name ? https : //t.co/50LeWHeM8g",
Wed Mar 04 18:12:45 +0000 2020, # Lobbyriotplot # AnirbanBanerji # TMC wants people take # CAA fight streets No need tell # Anirban you… https : //t.co/DmlOw1Zh6a,"Bengaluru, India"
Wed Mar 04 18:12:45 +0000 2020, Dear @ UmarKhalidJNU Are representative # ShaheenBagh . Moreover n't know gov willingness… https : //t.co/RyPVHrdWTz,"Asansol, India"
Wed Mar 04 18:12:47 +0000 2020," @ ShashiTharoor Sir ye corona ka dar hai . Kal tak delhi riots trend , ab corona trending hai , uske phele c… https : //t.co/klTPBbOXY3",India
Wed Mar 04 18:12:51 +0000 2020, Article 370 35A ✅ Triple Talaq ✅ Ram Mandir ✅ CAA ✅ And still got 2 months complete one year Modi 2.0… https : //t.co/QWSDHqP5no,Bombay 🇮🇳
Wed Mar 04 18:12:57 +0000 2020, @ prakashmr693 @ rajsekarpandian @ Suriya_offl @ SakthiFilmFctry Wat CAA protests break April ? ? ? Anything ma… https : //t.co/vsnLp5D3Dn,
Wed Mar 04 18:13:01 +0000 2020, Terrible,
Wed Mar 04 18:13:08 +0000 2020, RT @ sumantaghosh : Cat bag . Story Shaheen bag also . What view @ RanaAyyub @ _sabanaqvi,
Wed Mar 04 18:13:11 +0000 2020, @ pbhushan1 @ DelhiPolice @ camanpour In UK arrest organizers Glasgow Ind march But British hypocrites… https : //t.co/HgQYk4JmiE,
Wed Mar 04 18:13:16 +0000 2020," Jim Hansen , NRC Chairman & amp ; @ HerzogCC Chief Commercial Officer , kicks # RailDay2020 fellow NRC members Washington DC morning . . # rail # transportation # operations # maintenance # contractors # suppliers # UScongress # legislation",Washington DC
Wed Mar 04 18:13:24 +0000 2020, RT @ LuvAminaKausar : How human rights internal matter ? The government drafted CAA give citizenship prosecuted 'Foreign…,"मुंबई, भारत"
Wed Mar 04 18:13:31 +0000 2020, @ RawootTiktik @ Firescarflies @ TheQuint CAA docs check nahi honge fir kis adhar par govt c'ship deri ?,
Wed Mar 04 18:13:54 +0000 2020, @ microsiervos @ Alvy The certificate currently available https : //t.co/SuPW9Lbdm5 OK . It one cert… https : //t.co/XSIkwga9Wg,"Bahía Blanca, Argentina"
Wed Mar 04 18:13:54 +0000 2020," “ CAA rules expected seek ‘ proof religion ’ - The Hindu ” Rules yet notified . But prove India 31/12/2014 Buddhist , Christian , Hindu , Jain , Parsi . That ’ . https : //t.co/gMr7yb3U6M",
Wed Mar 04 18:13:58 +0000 2020," Hey @ baybarsorsek @ dpfunke , co-founder Altnews , signatory @ factchecknet , sharing video saying people India busy searching document CAA . Lie ! CAA nothing Indians . instead correcting , @ zoo_bear promoting .",
Wed Mar 04 18:13:59 +0000 2020, RT @ mansoori_javed7 : # WomenofShaheenBagh Fight Continue Against CAA NRC NPR # WomenofShaheenBagh # IndiaAgainstCAA_NRC_NPR https : //t.co/E6…,India 
Wed Mar 04 18:14:00 +0000 2020," “ NRC possible even without CAA : Law , rules notification already place - India Today ” This true . CAA link NRC spring Hindus among 19 lakh caught Assam trap . But CAA useless Modi without NRC . https : //t.co/AIEC7hDONV",
Wed Mar 04 18:14:12 +0000 2020," Paid artists , Better future Bollywood 😅😅 Jara dekh lo inko . @ _sabanaqvi @ anuragkashyap72 @ asadowaisi… https : //t.co/0hG116HZwi","Mumbai, India"
Wed Mar 04 18:14:15 +0000 2020," Congress took internal matter India , Kashmir United Nation & amp ; generations Indians suffered . Now supports UN interference Indian Law- CAA . Thankfully India rejected 2014 -2919",
Wed Mar 04 18:14:20 +0000 2020, @ YurInnerVoice @ kdpradhan @ miks_eu @ NARAYANRAO12 @ vanny_rao @ brprakash @ Amandee84522565 To power.. My demand sim… https : //t.co/0lnf5UYYAV,Bengaluru
Wed Mar 04 18:14:23 +0000 2020, @ ThePeopleOfIN If Indian protesting ? Ca n't u educated fool 's explain ger CAA fir non Indian… https : //t.co/BiGSso38MZ,Hindustan
Wed Mar 04 18:14:24 +0000 2020, What Hemant Soren said asked NRC | On The Record https : //t.co/xayoSTq6CZ via @ YouTube,
Wed Mar 04 18:14:27 +0000 2020, # Bharatiya_janata_party # Telangana Legal legislative department invites `` A talk # constitutional and… https : //t.co/ITeg64npEx,Telangana
Wed Mar 04 18:14:29 +0000 2020, Our country needs rethink issue NRC . 19 lakh number . # NRC_CAA_Protest # nrc_caa_npr… https : //t.co/Y9EMs4luMD,
Wed Mar 04 18:14:32 +0000 2020," @ ZaatKaFauj India faced refugees problem neighboring countries . Prosecuted Tibetans , Srilankan Tam… https : //t.co/Eh5Xm4IZvX",Pune
Wed Mar 04 18:14:32 +0000 2020," None citizenships given CAA . Why need ? We ’ . It ’ meant humiliate Muslims , spring Hindus Assam NRC trap .",
Wed Mar 04 18:14:33 +0000 2020," @ Gadgets360 @ ndtv With 0 clue , please review carefully , look put money crypto pre de-mon , this… https : //t.co/0Bd24FZp7t","Hyderabad, India"
Wed Mar 04 18:14:34 +0000 2020, @ sticklemako @ SuhagAShukla @ RoKhanna @ TulsiGabbard @ BernieSanders @ Malinowski @ GOP @ realDonaldTrump India overt… https : //t.co/Fud2U6YB6I,
Wed Mar 04 18:14:35 +0000 2020," ’ pleased announce ’ one 5 hosts chicago stop city stars ! ! date : may 23 , 2020 location : TSAôCAA , 2026 S Clark St unit g , Chicago , IL 60616 time : 11 - 5 pm come & amp ; come vibe fellow carats ! hope see 💎💫",She/her | 16
Wed Mar 04 18:14:42 +0000 2020, RT @ Imtiyaz_47 : Fight Continue Against CAA NRC NPR # WomenofShaheenBagh # IndiaAgainstCAA_NRC_NPR https : //t.co/Lm5gymkyPp,India 
Wed Mar 04 18:14:42 +0000 2020, The # WomenofShaheenBagh dialogue govt . But govt running away di… https : //t.co/GqKFE8D61i,भूखमरी गरीबी बेरोज़गारी
Wed Mar 04 18:14:55 +0000 2020, # CAA Most responsible hate & amp ; violence lies main opposition parties due fear blamed a… https : //t.co/AvIFD8yfFn,"रत्नागिरी, भारत"
Wed Mar 04 18:14:59 +0000 2020," There Are About 2 Crore Illegal Bangladeshi Islamists In WB Alone And Half Of Them Voters -- All Voters Of TMC . That 's The Reason @ MamataOfficial Is Opposing CAA , NPR And The Proposed NRC . She Would Lose Power The Day @ AmitShah Deported These Illegal Aliens . PM @ narendramodi",INDIA/ BHARAT.
Wed Mar 04 18:15:03 +0000 2020, @ karwanemohabbat @ harsh_mander @ Shaheenbaghoff1 Ankit Sharma IB officer stabbed 400 bogit n radical islamist… https : //t.co/nl1tHhfxzz,
Wed Mar 04 18:15:21 +0000 2020," There jaipur literature festival months ago.. girl started protesting againt CAA , NRC p… https : //t.co/iPeu1px3Ho",dystopia
Wed Mar 04 18:15:25 +0000 2020," Ankit Sharma IB officer stabbed 400 bogit n radical islamists , dilwar Singh whose limbs dismembered and… https : //t.co/xOnBqazH75",
Wed Mar 04 18:15:26 +0000 2020, राम राम जी 🙏 Rana Ayubb suffers Schizophrenia 🤭 She needs psychiatric help . The Anti-CAA protest target Hindus . She would call # kashmirihinduexodus 1990 dream 😡 God bless LOST cause 🙏https : //t.co/zU1QT5H4eD,Koliwara
Wed Mar 04 18:15:27 +0000 2020," Enough enough . India , open eyes see vile game played gangrenous , feeding crumbs , fake-news peddling , agenda-driven anti-CAA lobby . My view , @ TimesNow , @ RShivshankar . # ProtestYaPolitics https : //t.co/J8rgWLMBKB","Sitamarhi, Bihar, India"
Wed Mar 04 18:15:28 +0000 2020," UNHRC filling case CAA , rather asking vigilance entity moniter CAA .","Indiana, USA"
Wed Mar 04 18:15:35 +0000 2020, @ mahendermanral @ IndianExpress @ DelhiPolice @ ieDelhi Peaceful anti CAA protesters beating policemen !,India
Wed Mar 04 18:15:37 +0000 2020," India worst economy 42 yrs . # CoronaVirus worry govt . What important ? CAA , tearing apart communal harmony , IT raids Chhatisgarh , trying topple MP govt looking ways topple Maharashtra govt .","Mumbai, India"
Wed Mar 04 18:15:42 +0000 2020, Where Amit Shah ? # CAA # CAA_NRC_Protests # CAAProtests # Shivsena # uddhavThackeray # Narendramodi # SoniaGandhi # Muslimleague # Congress # BJP # Donaldtrump # Politics # MamataBanerjee # Sharadpawar # Cronycapitalism # BalThackeray @ cpimspeak . https : //t.co/4NtgFBeevp,India
Wed Mar 04 18:15:51 +0000 2020, RT @ RIyer15 : @ GaneshKmr21 That 's say mistaken . Go read CAA first . It 's 7 pages .,
Wed Mar 04 18:15:55 +0000 2020," UN Human Rights Chief Moves Intervene Over CAA SC , India Objects @ UN 's @ mbachelet : “ Police inaction face attacks Muslims groups , well previous reports excessive use force police peaceful protesters ” https : //t.co/fN09wRQg8h",
Wed Mar 04 18:16:05 +0000 2020, @ YurInnerVoice @ kdpradhan @ miks_eu @ NARAYANRAO12 @ vanny_rao @ brprakash @ Amandee84522565 To power.. My demand sim… https : //t.co/uQVtlTlH2J,Bengaluru
Wed Mar 04 18:16:06 +0000 2020, The NRC Authority plans start issuing ‘ Rejection Slip ’ 19 lakh people excluded National Register Citizens ( NRC ) March 20 . The Rejection Slip mention reasons excluding person final NRC . https : //t.co/siw3VliwLE,
Wed Mar 04 18:16:21 +0000 2020, @ UmarKhalidJNU Download CAA internet explain harmful Indian citizen irrespective… https : //t.co/FRSkkKw0NU,"Hyderabad, India"
Wed Mar 04 18:16:21 +0000 2020, # LobbyRiotPlot HarshMander trusted core-group member Sonia Gandhi . Congress must explain involvement whole episode . Congress agents along AAP responsible provoking Muslims name CAA recent riots Delhi .,
Wed Mar 04 18:16:25 +0000 2020, @ mariawirth1 @ Swamy39 @ narendramodi Instead refraining hatred found new way demean Hinduism targeting Brahmins . These days use word Hindutva Brahminism target Sanatan Dharma . During CAA protests saw clearly .,
Wed Mar 04 18:16:28 +0000 2020," Today signature campaign In The Memory Martyrs campaign Against CAA NRC NPR Government college Malerkotla , Punjab # Against_CAA_NRC_NPR # IndiaAgainstCAA_NRC_NPR # PunjabReject_NPR @ capt_amarinder @ INCPunjab @ RahulGandhi https : //t.co/GKWimEMSJk",
Wed Mar 04 18:16:30 +0000 2020," A Polish student , asked authorities leave India allegedly participating anti- # CAA rally , mo… https : //t.co/zXgw1wzDlC","Mumbai, India"
Wed Mar 04 18:16:33 +0000 2020, The # WomenofShaheenBagh dialogue govt . But govt running away dialogue . Home Minister keeps challenging people stage debate CAA ? Why run away meeting women Shaheen Bagh ? https : //t.co/9HXoA7IQiE,भूखमरी गरीबी बेरोज़गारी
Wed Mar 04 18:16:36 +0000 2020," RT @ waglenikhil : A week Delhi violence , anti-NRC protestors Seelampur say police threatened evict https : //t.co/skefC649xY",
Wed Mar 04 18:16:46 +0000 2020, @ BernieSanders look . Muslims attacking Hindus . open eyes brain,
Wed Mar 04 18:16:50 +0000 2020," Dear Modi govt , withdraw present # CAA must , redraft substantially . Take words : ” Hindu , Sikh , Buddhist , Jain , Parsi , Christian. ” Replace words : “ persecuted religious minorities. ” 🙏 # CAA_NRC_Protests",
Wed Mar 04 18:16:53 +0000 2020, CAB passed & amp ; became CAA Wonder # HarshMander officially registered Muzlim yet ? And I hope aware “ Official Muzlim ” involves undergoing Khatna well 🤔 # LobbyRiotPlot https : //t.co/NfNbT1AnRl,
Wed Mar 04 18:16:53 +0000 2020, RT @ JMUSoftball : 🚨Sara Jubas named CAA Player Week 🚨 📝https : //t.co/vZ5OmJv5Ug # GoDukes https : //t.co/jH8Av67Co0,
Wed Mar 04 18:16:55 +0000 2020, The person stands side truth . Also surveillance reddish eye people interested seeing green… https : //t.co/qJ2JW1L4yg,"Karnataka, India"
Wed Mar 04 18:16:56 +0000 2020," @ MycoJonathan @ sheela_pan @ RepAOC Modi government 's good taking decisions , Their biggest struggle the… https : //t.co/LwX0epV5Fd",Earth
Wed Mar 04 18:16:59 +0000 2020," @ TawabGhorzang1 Thanks understanding , help & amp ; support . # CAA # CAA_NRC_NPR # India",Mumbai
Wed Mar 04 18:17:01 +0000 2020," Existing data filtered​ based religion , introduced religion criteria .",Milky way Galaxy
Wed Mar 04 18:17:02 +0000 2020, We 're partnering Counseling Center Columbiana County offer ONE TIME `` Triple P Parenting '' course… https : //t.co/DYo6rziqgp,"Lisbon, OH"
Wed Mar 04 18:17:04 +0000 2020, @ UN @ UNHumanRights also come forward # JammuAndKashmir,Sky
