Thu Mar 05 17:42:49 +0000 2020," Police n't file FIR Kapil Mishra says Goli Maro , wants charge Harsh Mander , campaigning hate ! Watch entire speech says fight divisive NRC must win love & amp ; brotherhood https : //t.co/rn54bLhLs8",kolkata
Thu Mar 05 17:42:49 +0000 2020, Clearly # AntiCAA protests part larger game plan . # DarUlIslam # Jihadi outfit Al-Haq threatens kidnap 234 TN MLAs CAA implemented state : https : //t.co/2oStt64vQL via @ eOrganiser,
Thu Mar 05 17:42:53 +0000 2020," Jihadi outfit Al-Haq threatened kidnap 234 Tamil Nadu MLAs CAA , NPR & amp ; NRC gets implemented ! Till date saw Congress & amp ; gang opposed CAA , Now even terrorist organizations opposing ! Dear Hindu , understand Congress always favoured terrorists ?",India
Thu Mar 05 17:42:53 +0000 2020, @ ashu_nauty @ Mishti_in @ YeshaJethva1 @ pokershash # bluetick4बालम name # NRC,
Thu Mar 05 17:42:54 +0000 2020," *BREAKING NEWS : * CAA , NRC PROPOSAL TO BE WITHDRAWN FROM March 5 , 2020 . Read special message protesters Amit Shah : https : //t.co/A45kE4Y147",India
Thu Mar 05 17:42:55 +0000 2020, Addressing August gathering Lawyers & amp ; intellectuals Hyderabad event organised @ BJP4Telangana # CAA Thanks President BJP Telangana Sh @ drlaxmanbjp Ji & amp ; MLC Sh @ RaoMlc Ji https : //t.co/GJIJns1oXY,Hyderabad.
Thu Mar 05 17:42:56 +0000 2020, Yet another clipped video social activist Harsh Mander viral falsely portray instigated violence anti-CAA protests . Read # AltNewsFactCheck . | @ Pooja_Chaudhuri https : //t.co/ThKGFQhWFp,India
Thu Mar 05 17:42:56 +0000 2020," 1 . National Pulse : 8,21,473 users . We included users logged least 3 times month Feb establish seriousness engagement app . Do support CAA ? Yes : 29 % No : 68 % Do n't Know : 3 %",Middle East & Africa
Thu Mar 05 17:42:58 +0000 2020, Sunil Karmakar Farakka Murshidabad district West Bengal got new voter ID card dog 's image instead picture . He gotten new card made NRC . Ab aise koi kaise kagaz dikhayega bhai ? https : //t.co/zmxs7OgULq,
Thu Mar 05 17:42:59 +0000 2020, @ ndtv Cz Citizen default . He born 1954 . These RTI morons realize NRC happen . Suc… https : //t.co/TaLnmRHEvI,Bharat
Thu Mar 05 17:43:00 +0000 2020," Sets dangerous precedent . Apart unwarranted intrusion Executive 's domain . Visa NOT right , issue 'Fundamental Right ' . Visa issued subject rules . If FRO determined Polish student violated , Judiciary review . https : //t.co/y7CeE0ZA0h",
Thu Mar 05 17:43:02 +0000 2020," Intellectual idiots ( SJW morons South B'lore/South Chennai ) , SC lawyer - '' If law broader… https : //t.co/FGZaA0ObCI",#OBBS
Thu Mar 05 17:43:04 +0000 2020, RT @ OpIndia_com : Meet Harsh Mander : The ‘ PIL Activist ’ always manages land wrong side Indian interests https : //t.…,shahjahanpur up
Thu Mar 05 17:43:06 +0000 2020," Islak A'nagar dist , Maharashtra became 1st village pass resolution agnst CAA/NRC . 45 % adivasi , Dalit , NT Muslim . Villagers say r unable take benefit schemes hav old papers . How wil dey prove citizenship ? Wish others follow path .",
Thu Mar 05 17:43:08 +0000 2020, Encephalitis fallen 90 % since BJP came power UP . Crime massively . Infra huge focus . And way YA stomped anti-CAA protest solidified position . One aspect needs looked cattle destroying crops . @ myogiadityanath,"Tiruppur, India"
Thu Mar 05 17:43:09 +0000 2020, @ bapu_caa @ MusketeerGooner @ dikgaj CAA saves persecuted Dalits Pakistan,Bharatavarsha
Thu Mar 05 17:43:09 +0000 2020," CAA necessary : Why many arguments unconstitutional ’ hold water For ⁦ @ BDUTT⁩ ⁦ @ ShekharGupta⁩ ⁦ @ sardesairajdeep⁩ ⁦ @ ndtv⁩ pushing fake narratives , lies CAA , Harish Salve shows Truth ! https : //t.co/mvPfaFUgdI",
Thu Mar 05 17:43:10 +0000 2020, @ Rick__War @ BunchRegal @ knickanator @ Byrons360 @ 0oty_Mac @ Woodshed_1914 @ eski225 @ Knickthehardway @ RobertSParis1… https : //t.co/3xthSZ6EBr,Hunting in the wilderness
Thu Mar 05 17:43:12 +0000 2020, Whatever # BJP # NarendraModi wrong oppose . One read act # CAA n't matter.… https : //t.co/GgjNvcl8ld,
Thu Mar 05 17:43:14 +0000 2020," While Ravish Kumar tried Creating panic stoking fire name CAA NRC , 's PM Modi exposed hypocrisy Rubbish Kumar Urban Naxals Detention Centres These journalists paid pipers ! # RubbishKumar # RavishKumar https : //t.co/W718na4fsO","Bengaluru, Karnataka"
Thu Mar 05 17:43:15 +0000 2020," Why many arguments CAA unconstitutional ’ hold water , writes Harish Salve , Senior Advocate , Supreme Court . https : //t.co/hUiksAqd8x https : //t.co/rjmFd2TV2x","Mumbai, India"
Thu Mar 05 17:43:16 +0000 2020," As protests new citizenship law sweep country , signs authorities condoning even inst… https : //t.co/T8LTQsY7fN","Dhaka, Bangladesh"
Thu Mar 05 17:43:21 +0000 2020," Why every Tom , Dick Harry worry CAA laws passed soverign nation ? Paid pressure lobby groups , well done rebuff . What happen India pulls UN ? Will repurcussion adverse country ?",
Thu Mar 05 17:43:23 +0000 2020, Request government please give power police kickass bastard ..,
Thu Mar 05 17:43:25 +0000 2020, Muslims r pelting stones nd indulging violence streets opposing CAA illogicaly make India Hindu Rastra ... ? ? Woww ! ! ! https : //t.co/wumYcpxOGr,Your Heart SweetHeart
Thu Mar 05 17:43:30 +0000 2020, Where Harish Salve argues CAA constitutional ’ tell us ) govt sought hyphenate NRC ( ’ forget ‘ chronology ’ ) b ) necessary govt could easily grant citizenship persecuted minorities existing laws . https : //t.co/oJJuwHXj0X,"Jaipur, India"
Thu Mar 05 17:43:31 +0000 2020," `` They finally restored internet , destroying many businesses ruining many careers . `` … https : //t.co/gtZbz9tRj4","Toronto, Canada"
Thu Mar 05 17:43:34 +0000 2020, Tamil media plz note ... ’ ask actor CAA & amp ; jump conclusions . Take people understand subject .,"New Delhi, India"
Thu Mar 05 17:43:34 +0000 2020," No @ davidfrawleyved silent , silently tacitly working accentuate persecution minorities Pak , BD Afghanistan . Latest example approaching SC # CAA enacted shelter persecuted minorities . https : //t.co/yUCOpD5yMq",
Thu Mar 05 17:43:36 +0000 2020, Police side rioters kill Muslims A Kafeel goes jail NSA While Kapil Misha gets Y+ security Parliament passes anti-muslim CAA Kashmir lockdown SC looks way . People practising segregation since 1000s yrs n't preach inclusiveness,India
Thu Mar 05 17:43:36 +0000 2020, @ ribal_raza We going NRC across India .,Bharat 
Thu Mar 05 17:43:39 +0000 2020, @ ImranKhanPTI Balochistan wants independence # Iran # Pakistan . We strongly condemn Iranian leaderships irresponsible statements regarding India 's internal law # CAA . Iran Pakistan subjugating killing Baloch civilians basis ethnicity occupy land . https : //t.co/wHZkDmvrVF,not important
Thu Mar 05 17:43:42 +0000 2020, @ bapu_caa @ MusketeerGooner @ dikgaj Any Indian Hindu left NRC prove persecution Pakistan etc impossible,Bharatavarsha
Thu Mar 05 17:43:44 +0000 2020," Can BJP GOI ( right two effectively ) better global PR ? Absolutely . And . Arrogance come way . But let us clear 370 , RJB , CAA soon UCC , form NRC eventually : way avoid criticism completely .","New Delhi, India"
Thu Mar 05 17:43:45 +0000 2020," Harish Salve writes article entitled `` CAA necessary '' counter criticism law , n't actually answer `` Why CAA necessary ? `` , i.e . Why government need change law , already mandated give citizenship ? https : //t.co/PKHlB2aWVW","gurugram, india"
Thu Mar 05 17:43:45 +0000 2020, RT @ Scott_Helme : Let 's Encrypt identified bug CAA checking disabled issuance 2h 12m whilst patched : https : //t.co/o2…,"Puertollano, Spain"
Thu Mar 05 17:43:47 +0000 2020," Read , understand make informed decision . Do fall prey propaganda citizenship taken away . Democracy allows protest peacefully , destroy public property . No Indian affected CAA . Please read article Mr Harish Salve . https : //t.co/dzVTgSc6aI",
Thu Mar 05 17:43:52 +0000 2020," Question folks ... . Have countless videos Islamists rioting Delhi interviews victims reached ordinary citizens like CAA , awareness limited Twitter ?",
Thu Mar 05 17:43:53 +0000 2020," Finally , expert Agriculture , Soil Characterization , GIS @ AirSoilWater ! She Noura Bakr ( https : //t.co/JGDV8VIxxa ) National Research Center , Egypt , Cairo ( NRC ) . @ andresrguez @ SAGEManagement @ SAGE_News @ PanosPanagos33","Vigo / Porto, sul da Galiza ;)"
Thu Mar 05 17:43:54 +0000 2020, Muslims London demand British people obey Sharia laws `` Law Creator '' This need NRC UCC earliest https : //t.co/Df3H3l3kuA,Delhi
Thu Mar 05 17:43:55 +0000 2020," CAA . Internal matter . NPR . Internal matter . NRC . Internal matter . Pogroms . Internal matter . Demolition mosques . Internal matter . Kashmir . Internal matter . Falling GDP . Internal matter . And internal matters discussed EU , UN , US . Inviting diplomats Kashmir ?",Kashmir🍁
Thu Mar 05 17:43:58 +0000 2020," This essay Harish Salve best analysis # CAA I 've read — goes legal details , constitutionality , offers deep context . https : //t.co/okOcfeVqdS Read share .",
Thu Mar 05 17:43:59 +0000 2020," Hi @ narendramodi @ AmitShah , please give Z+ security Harish Salve . He London & amp ; London den Thames Jamuni Tehzeeb . He critical CAA heard SC . Please .",
Thu Mar 05 17:44:03 +0000 2020," Liar liar , pants fire..",
Thu Mar 05 17:44:05 +0000 2020, RT @ Shaiba48271237 : # WomenofShaheenBagh # NO_CAA_NO_NPR_NO_NRC # caa_nrc_npr_नहीं_चलेगा # CAA_Not_Internal_Matter SAY NO TO CAA,
Thu Mar 05 17:44:06 +0000 2020, CAA necessary : Why many arguments unconstitutional ’ hold water https : //t.co/nlogik77qo via NaMo App https : //t.co/ioynEHTzah,
Thu Mar 05 17:44:09 +0000 2020," Tribals protesting NRC CAA Jantar Mantar..In guise act “ anti-Muslims ” , Adivasis poor Hindus targeted . Adivasis hit anyone else ” https : //t.co/xSMiG2cggZ",
Thu Mar 05 17:44:11 +0000 2020, @ NadiaWhittomeMP Pass CAA UK call feel persecuted . India territory foc… https : //t.co/XEC5H64zJ0,
Thu Mar 05 17:44:12 +0000 2020, Big salute sisters soon sister overcome fear talk truth . No matte… https : //t.co/NCKfPlIyyE,United Arab Emirates
Thu Mar 05 17:44:16 +0000 2020, DK Dubey ji explains CAA NRC explains foreigners act passport act already place . CAA simplify . https : //t.co/m1JUCk3UXV,Bharat
Thu Mar 05 17:44:20 +0000 2020," # LUCKNOW_CAA_NPR_NRC_PROTEST # NRC_CAA_Protest # CAA within week Lucknow police beat women Lucknow Ghantaghar , arrested women houses , arrested illegally men . please support . want alive India https : //t.co/2Vp4WWzsGj",lucknow
Thu Mar 05 17:44:20 +0000 2020, https : //t.co/R28TnWkdov '' White House National Security Advisor John Bolton called Hague-based rights body `` una… https : //t.co/dL6QRS8x6x,"Andhra Pradesh, India"
Thu Mar 05 17:44:22 +0000 2020," An interesting meeting A non political senior doctor running well known low cost hospital , disturbed anti CAA protests , abusive violent videos & amp ; Delhi violence Hindus . Now wants dedicate time & amp ; money Hindu cause . Thank Hinduphobes",
Thu Mar 05 17:44:27 +0000 2020, No NRC NO NPR No CAA☪️🕉️✝️ https : //t.co/Qpg2IASSzz,
Thu Mar 05 17:44:31 +0000 2020," RT @ Spoof_Junkey : Ravish blamed Police , incited Anti CAA Mob . Mob attacked Police , KiIIed Constable Ratan Lal . https : //t.co/K…",महानगरी 🚩
Thu Mar 05 17:44:32 +0000 2020," Watch : ‘ Artistes religion , ’ says actor Yashpal Sharma said CAA , NRC , unemployment https : //t.co/adoAc9rR2A via @ scroll_in",
Thu Mar 05 17:44:33 +0000 2020," Looong learned Harish Salve said , I said . First , Indian Constitution applies ONLY Indian citizens . India constitutionally bound treat foreign illegal immigrants 'EQUAL ' Indian citizens Constitution . @ sardesairajdeep",
Thu Mar 05 17:44:34 +0000 2020, I hope treat baby right prospers way ’ supposed to❤️,
Thu Mar 05 17:44:35 +0000 2020, RT @ ForYourEyes0n1y : One step time ... ... . Feeling happy proud😭😭❤ # WeStandWithZayn # FREEZAYN # ZaynIsComing,
Thu Mar 05 17:44:36 +0000 2020, Reminder Supreme Court India *34* judges . The number increased last year felt n't enough . 9 ( reference ) + 3 5 ( CAA ) still 12 14/34 .,
Thu Mar 05 17:44:37 +0000 2020, Do need CAA grant citizenship anyone persecuted ? The answer . Between 1969 1989 India granted citizenship 2 lakh Sri Lankan Tamil Bangladeshi Hindus . So CAA ? Can Salve give rational answer .,New Delhi
Thu Mar 05 17:44:39 +0000 2020, RT @ airnewsalerts : Madras HC directs Tamil Nadu police book protesting Citizenship Amendment Act Tiruppur witho…,"New Delhi, India"
Thu Mar 05 17:44:39 +0000 2020, # Delhiriots # CAA # CAB # NRC # indianmuslims # hindus # internationalmedia # reality What truth Indian Muslims… https : //t.co/65Ev7rWZkk,"मुंब्रा, नवी मुंबई"
Thu Mar 05 17:44:40 +0000 2020, CAA MEETING AT KOTHAPET DIVISION https : //t.co/MDvOMVPGd3,"Hyderabad, India"
Thu Mar 05 17:44:45 +0000 2020, This I break alcohol . The walk run today hurt ego . NRC n't calculate ... Lol . I 'm sore everywhere . Fuck alcohol .,
Thu Mar 05 17:44:46 +0000 2020, @ thewire_in @ svaradarajan @ ndtv @ scroll_in Looks like @ aroonpurie part gang.. Which PR agency acted convenor ? ? https : //t.co/fG3aOmFqb7,
Thu Mar 05 17:44:48 +0000 2020, @ NepaliTimes @ USEmbassyNepal @ USAmbNepal @ nepaltourismb .. please identify,India
Thu Mar 05 17:44:49 +0000 2020," Decades patriarchal traditions , eg child marriage , sending girls school , & amp ; exclusion inheriting property come together place crushing burden women dont docs prove # citizenship . This Modi 's true gift women # India . # Assam",India
Thu Mar 05 17:44:52 +0000 2020," RT @ ZaynReport : According Billboard , Zayn signed Creative Artists Agency ( CAA ) . https : //t.co/WZlqpesVnI","Milano, Lombardia"
Thu Mar 05 17:44:52 +0000 2020," Harish Salve demolishes every possible legal , constitutional , moral lie liberals argued # CAA past months . Leave everything read article . https : //t.co/LdnHNvPjt0",
Thu Mar 05 17:44:53 +0000 2020," Dear SC , `` No faith SC '' mean : - U NOTHING J & amp ; K. 3 ex-CMs & amp ; 100s jail NO reason . - U n't stay CAA . Country burning . - From Rafale Alok Verma , Dir-CBI removal , u relied sealed envelopes . - Ur priorities temples , Ayodhya Sabrimala .",
Thu Mar 05 17:45:00 +0000 2020," Supreme Court sought explanation @ harsh_mander noted activist , emerged one trenc… https : //t.co/PE99X4mNgo",Kolkata-Delhi
Thu Mar 05 17:45:03 +0000 2020," In rural # Assam , many understd # NRC red tape/ Kafkesque implementation . But even remotest villages , ppl know govt ca n't keep jailed 3 yrs . That 's @ harsh_mander 's PIL . He 's saved 100s lives Assam .","Mumbai,  India "
Thu Mar 05 17:45:05 +0000 2020," So , Hindus streets counter ? This goverment schemes Minorities India . Who giving gyan Art 14 , 21 & amp ; 25 , answer . No mention Hindus ... # CAA https : //t.co/ebz4XjJF7j","New Delhi, India"
Thu Mar 05 17:45:05 +0000 2020, @ sakamath @ SarojK304 @ fearnocreation @ thinkoutofbox @ DilliDurAst @ Ibne_sena But CAA opens gate Non Muslims… https : //t.co/X7f3CUlJxm,"New Delhi, India"
Thu Mar 05 17:45:06 +0000 2020," @ Nadiassay @ AltRapier @ SaniaAhmad1111 @ subiism r peaceful Muslim men & amp ; women lynching Policeman , Any co… https : //t.co/NVsw6Wt732",
Thu Mar 05 17:45:06 +0000 2020, @ MalabarBiryani ALL # Indians face reality coming ... .. ITS NOT PRETTY . All is… https : //t.co/kitJRhQTNd,"Blue Earth, MN"
Thu Mar 05 17:45:06 +0000 2020," In Rajya Sabha CAA debate , Amit Shah claimed : `` In past five years , 566 Muslims granted Indian citizenship. ” Now government tells Rajya Sabha religion-wise data citizenship . @ DeeptimanTY reports https : //t.co/bciZyXpsWU",
Thu Mar 05 17:45:09 +0000 2020," DMK MP says `` CAA , NRC & amp ; NPR implemented Modi cancel Voting rights BJP '' , speech filled Brahmin hatred also adds DMK win elections Hindu votes . Can MP spread kind misinformation hatred ? ? https : //t.co/fcT8e0L8kb",
Thu Mar 05 17:45:14 +0000 2020, Farooq Saab reside Dehradun.Owner HIMALAYA DRUG COMPANY ... .NOW charged funding Anti CAA riots ... Boycott products HIMALAYA ... https : //t.co/NaDx9tcNTt,
Thu Mar 05 17:45:14 +0000 2020, RT @ sud1973 : @ vijaita Mam..stupidy main reason..CAA Indians..,"ÜT: 12.887904,77.589603"
Thu Mar 05 17:45:18 +0000 2020," media highlight citizen centric like @ republic , Lacs daily commuter like us effected , thoda current S… https : //t.co/bSUj99bPXz",
Thu Mar 05 17:45:18 +0000 2020, Ran 3.12 kilometres Nike⁠ Run Club Day1771 # runningstreak # h_art # run # running # nrc # nrcindia… https : //t.co/w7wENGjXFu,New Delhi
Thu Mar 05 17:45:18 +0000 2020, @ harshmadhusudan Bjp GOI trying sell unsellabale product ... What prevented govt framing CAA law… https : //t.co/aj0Pf2NGME,"Namma Bengalooru, Karnataka"
Thu Mar 05 17:45:18 +0000 2020," `` CAA necessary : Why many arguments unconstitutional ’ hold water '' Brilliant article Shri Harish Salve Ji , A Senior advocate Supreme Court & amp ; Queen ’ Counsel courts England Wales https : //t.co/f408QbPOck https : //t.co/iuilP1rzBZ",India
Thu Mar 05 17:45:19 +0000 2020," @ AmitShah implementing # CAA # NPR # NRC # Bengal help # MamataBanerjee ** Condition Ovaries & amp ; Uterus , … https : //t.co/FVx4CZ48zf","Raheja  Vihar, Powai, Mumbai"
Thu Mar 05 17:45:23 +0000 2020," . @ ProfVarshney : Using # CAA , # NRC render stateless large number Muslims , even born India & amp ; lived country decades , ancestors . That important reason protests ceased . # delhiriots2020 https : //t.co/kQanRx6f2Z",
Thu Mar 05 17:45:26 +0000 2020, Urgent : anyone concerned India & amp ; Kashmir tag @ RepEliotEngel . @ HouseForeign marking legislation TODAY ’ refusing consider HR 745 condemns atrocities Kashmir & amp ; potential amendment would denounced CAA & amp ; NRC . Spread word .,
Thu Mar 05 17:45:29 +0000 2020, Anti CAA protesters criminals,New Delhi
Thu Mar 05 17:45:30 +0000 2020," No problem , ready loose , question withdrawing # CAA We lost many , 'll loose , we're… https : //t.co/7AGDlrFPTB","Kharagpur, India"
Thu Mar 05 17:45:30 +0000 2020, CAA internal matter . No foreign party locus standi — MEA CAA files related policy grant citizenship foreigner nationals . Disclosure information may prejudicially affect relation foreign states — MHA https : //t.co/JDeGrmcUDP,"New Delhi, India"
Thu Mar 05 17:45:35 +0000 2020," No @ davidfrawleyved silent , silently tacitly working accentuate persecution minorities Pak , BD Afghanistan . Latest example approaching SC # CAA enacted shelter persecuted minorities .","Pune, India."
Thu Mar 05 17:45:35 +0000 2020, # BREAKING : CPI ( M ) lay siege State Secretariat Chennai Monday press Tamil Nadu government pass resolution opposing Citizen Amendment Act declare NRC # NPR taken state # CAA # NRC # CPIM Ya sudhrenge nahi,Omnipresent.
Thu Mar 05 17:45:36 +0000 2020," UN High Commissioner Human Rights files intervention plea Supreme Court Citizenship Bill , India protests . https : //t.co/Q9gppfWpGY","Dras, Khasam Khas"
Thu Mar 05 17:45:36 +0000 2020, There road blockade Uttar Pradesh 's Aligarh : Quarsi Bypass Anoop Shahar Road Jeevangarh area . Anti CAA protesters including women blocked road past one week . This blockade fully cleared . Tents & amp ; barricades also removed .,India
Thu Mar 05 17:45:37 +0000 2020," Mr. Shah- pls stay 30 days month ! Each time come yr hate agenda “ throwing termites ” , “ implementing NRC WB ” helps us b united BJP ’ venom How “ snatching ” back yr conscience fm whoever stole ? https : //t.co/Rv5kIilnWj via @ ThePrintIndia",
Thu Mar 05 17:45:39 +0000 2020," We welcomes announcement NPR , implement . We demand implement state resolution NRC . https : //t.co/TZRozPGriM",
Thu Mar 05 17:45:41 +0000 2020," Why mock community 's dialect @ Dayanidhi_Maran ? You make point without ridiculing . And tarring everyone community brush wrong . If think Brahmin baiting still way get votes , good luck . Sad .",Tamilnadu
Thu Mar 05 17:45:43 +0000 2020, It 's crystal clear counterintelligence operation ISI The message identify hit operatives heart Delhi It 's shame nation anti-CAA protestors way connected grave National security issue !,"New Delhi, India"
Thu Mar 05 17:45:46 +0000 2020, RT @ mitalisaran : Kudos Omkar Goswami using right words say like . https : //t.co/g5RE8hY5wc,"Chandigarh, India."
Thu Mar 05 17:45:48 +0000 2020, Amulya Leona also spent Rs 2 lakh activists participate & amp ; organise protests across state since December 2019 Anti CAA organisers assured refund amount .,India
Thu Mar 05 17:45:50 +0000 2020," Amulya Leona , chanted Pakistan Zindabad Owaisi 's anti-CAA event , revealed : 1 . She 's paid protestor . 2 . Organisers carried expenses since Anti CAA agitations began December 2019 . 3 . Organisers booked air tickets & amp ; sponsored tour Anti CAA protests",India
Thu Mar 05 17:45:57 +0000 2020," It would close 50:50 Twitter polls , interesting 's 68 % CAA @ governeye user survey . Also quite predictable fence sitters shifting towards pro-CAA base Delhi violence . Mission accomplished .","Varanasi, India"
Thu Mar 05 17:46:03 +0000 2020," Delhi Riots : “ You extremist , terrorist ” , doctors victims treatment In another bizarre incident , De… https : //t.co/QmLrHxPpPA",
Thu Mar 05 17:46:03 +0000 2020, Lil education CAA anti protesters - https : //t.co/pQ7oM3BiK2,"Lubbock, TX"
Thu Mar 05 17:46:06 +0000 2020," Here # HarshMander mother 's unfailing advisor , always stood , came number `` ingenious '' suggestions , calling settling # CAA streets ! Does continue advise , actively helping also `` give hatred '' @ RahulGandhi ? https : //t.co/Ma8P6Ccvtp",Lucknow
Thu Mar 05 17:46:09 +0000 2020, The human cost CAA/NPR/NRC -- - 69 killed 79 days since Parliament passed Citizenship Amendment Act ( CAA ) Dec 11 . Senior MHA officials say give deadline CAA rules notified . I report . https : //t.co/oDGOzF9EuK,
Thu Mar 05 17:46:09 +0000 2020, RT @ iPankajShukla : CAA necessary : Why many arguments unconstitutional ’ hold water https : //t.co/5vfZm8gxCM,"Ahmadabad City, India"
Thu Mar 05 17:46:10 +0000 2020, OH my. ! ! What great day us.. Zayn signed CAA & amp ; Pillowtalk breaches 800M streams Spotify.. ANnnd Billboard reporting IF garnered 5 Billion streams matter 11 months..,
Thu Mar 05 17:46:10 +0000 2020, How many lose lives livelihood outsiders made citizens ?,Gurugram+Noida/2
Thu Mar 05 17:46:10 +0000 2020, @ realitycheckind @ TheJaggi @ ThePrintIndia @ the_hindu And PM coward implement NRC even though br… https : //t.co/4tqafRJqo6,hyderabad
Thu Mar 05 17:46:13 +0000 2020, @ arunbothra And even light years undrafted NRC .,"Pune, India"
Thu Mar 05 17:46:15 +0000 2020, Who accountable road blockade SB ? ? ? This first time affected CAA blockade… https : //t.co/RJBCU9gx4r,Hyderabad
Thu Mar 05 17:46:15 +0000 2020, RT @ billboard : CAA announced signing British pop star @ zaynmalik https : //t.co/Rg09eDrAxP,NL To infinity and beyond 🎶
Thu Mar 05 17:46:15 +0000 2020, CAA necessary : Why many arguments unconstitutional ’ hold water . An incisive write Sh . Harish Salve @ timesofindia https : //t.co/cnShJ4tQCH,"Ahmadabad City, India"
Thu Mar 05 17:46:17 +0000 2020, This Supreme Court responded NRC . Harsh Mander people . What judiciary ? I stand Harsh Mander # IStandWithHarshMander https : //t.co/3IoLfjetdr,
Thu Mar 05 17:46:19 +0000 2020," GovernEye periodically conducts sentiment analysis user activity app related social political issues/events using AI tools . The objective dipstick indicator trends . Here sentiment analysis report CAA . Period : Feb 1 , 2020 Feb 29 , 2020 .","Delhi,Bengaluru 🇮🇳"
Thu Mar 05 17:46:21 +0000 2020, The # WomenofShaheenBagh dialogue govt . But govt running away dialogue . Home Minister keeps challenging people stage debate CAA ? Why run away meeting women Shaheen Bagh ? https : //t.co/GSZsEKwvvY,
